YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,AIRLINE_ID,FL_NUM,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,SCHED_DEP_TIME,SCHED_ARR_TIME,DELAY
2017,1,1,7,6,19805,1766,11298,12889,1055,1154,0
2017,1,1,8,7,19805,1766,11298,12889,1055,1154,0
2017,1,1,1,7,19805,1766,13930,11298,710,948,0
2017,1,1,2,1,19805,1766,13930,11298,710,948,0
2017,1,1,3,2,19805,1766,13930,11298,710,948,0
2017,1,1,4,3,19805,1766,13930,11298,710,948,0
2017,1,1,5,4,19805,1766,13930,11298,710,948,0
2017,1,1,6,5,19805,1766,13930,11298,710,948,0
2017,1,1,7,6,19805,1766,13930,11298,710,948,0
2017,1,1,8,7,19805,1766,13930,11298,710,948,0
2017,1,1,14,6,19805,1767,11278,11057,1736,1916,0
2017,1,1,21,6,19805,1767,11278,11057,1736,1916,0
2017,1,1,28,6,19805,1767,11278,11057,1736,1916,0
2017,1,1,9,1,19805,1767,11298,11057,1215,1544,0
2017,1,1,10,2,19805,1767,11298,11057,1215,1544,0
2017,1,1,16,1,19805,1767,11298,11057,1215,1544,0
2017,1,1,17,2,19805,1767,11298,11057,1215,1544,0
2017,1,1,23,1,19805,1767,11298,11057,1215,1544,0
2017,1,1,24,2,19805,1767,11298,11057,1215,1544,0
2017,1,1,30,1,19805,1767,11298,11057,1215,1544,0
2017,1,1,31,2,19805,1767,11298,11057,1215,1544,0
2017,1,1,1,7,19805,1767,12889,11298,1235,1718,0
2017,1,1,2,1,19805,1767,12889,11298,1235,1718,1
2017,1,1,3,2,19805,1767,12889,11298,1235,1718,0
2017,1,1,4,3,19805,1767,12889,11298,1235,1718,1
2017,1,1,5,4,19805,1767,12889,11298,1235,1718,0
2017,1,1,6,5,19805,1767,12889,11298,1235,1718,1
2017,1,1,7,6,19805,1767,12889,11298,1235,1718,0
2017,1,1,8,7,19805,1767,12889,11298,1235,1718,0
2017,1,1,9,1,19805,1767,12889,11298,615,1058,0
2017,1,1,10,2,19805,1767,12889,11298,615,1058,0
2017,1,1,16,1,19805,1767,12889,11298,615,1058,
2017,1,1,17,2,19805,1767,12889,11298,615,1058,0
2017,1,1,23,1,19805,1767,12889,11298,615,1058,0
2017,1,1,24,2,19805,1767,12889,11298,615,1058,0
2017,1,1,30,1,19805,1767,12889,11298,615,1058,0
2017,1,1,31,2,19805,1767,12889,11298,615,1058,0
2017,1,1,1,7,19805,1768,11278,13303,1020,1313,0
2017,1,1,2,1,19805,1768,11278,13303,1020,1313,0
2017,1,1,3,2,19805,1768,11278,13303,1020,1313,0
2017,1,1,4,3,19805,1768,11278,13303,1020,1313,0
2017,1,1,5,4,19805,1768,11278,13303,1020,1313,0
2017,1,1,6,5,19805,1768,11278,13303,1020,1313,0
2017,1,1,7,6,19805,1768,11278,13303,1020,1313,0
2017,1,1,8,7,19805,1768,11278,13303,1020,1313,
2017,1,1,10,2,19805,1768,11278,13303,1015,1313,1
2017,1,1,11,3,19805,1768,11278,13303,1015,1313,0
2017,1,1,12,4,19805,1768,11278,13303,1015,1313,0
2017,1,1,13,5,19805,1768,11278,13303,1015,1313,0
2017,1,1,14,6,19805,1768,11278,13303,1015,1313,0
2017,1,1,15,7,19805,1768,11278,13303,1015,1313,0
2017,1,1,16,1,19805,1768,11278,13303,1015,1313,0
2017,1,1,17,2,19805,1768,11278,13303,1015,1313,0
2017,1,1,18,3,19805,1768,11278,13303,1015,1313,0
2017,1,1,19,4,19805,1768,11278,13303,1015,1313,0
2017,1,1,20,5,19805,1768,11278,13303,1015,1313,0
2017,1,1,21,6,19805,1768,11278,13303,1015,1313,0
2017,1,1,22,7,19805,1768,11278,13303,1015,1313,0
2017,1,1,23,1,19805,1768,11278,13303,1015,1313,0
2017,1,1,24,2,19805,1768,11278,13303,1015,1313,0
2017,1,1,25,3,19805,1768,11278,13303,1015,1313,0
2017,1,1,26,4,19805,1768,11278,13303,1015,1313,0
2017,1,1,27,5,19805,1768,11278,13303,1015,1313,0
2017,1,1,28,6,19805,1768,11278,13303,1015,1313,0
2017,1,1,29,7,19805,1768,11278,13303,1015,1313,1
2017,1,1,30,1,19805,1768,11278,13303,1015,1313,0
2017,1,1,31,2,19805,1768,11278,13303,1015,1313,0
2017,1,1,9,1,19805,1769,11057,15016,1300,1356,1
2017,1,1,10,2,19805,1769,11057,15016,1300,1356,0
2017,1,1,11,3,19805,1769,11057,15016,1300,1356,0
2017,1,1,12,4,19805,1769,11057,15016,1300,1356,0
2017,1,1,13,5,19805,1769,11057,15016,1300,1356,0
2017,1,1,16,1,19805,1769,11057,15016,1300,1356,0
2017,1,1,17,2,19805,1769,11057,15016,1300,1356,0
2017,1,1,18,3,19805,1769,11057,15016,1300,1356,0
2017,1,1,19,4,19805,1769,11057,15016,1300,1356,0
2017,1,1,20,5,19805,1769,11057,15016,1300,1356,0
2017,1,1,22,7,19805,1769,11057,15016,1300,1356,0
2017,1,1,23,1,19805,1769,11057,15016,1300,1356,1
2017,1,1,24,2,19805,1769,11057,15016,1300,1356,0
2017,1,1,25,3,19805,1769,11057,15016,1300,1356,1
2017,1,1,26,4,19805,1769,11057,15016,1300,1356,0
2017,1,1,27,5,19805,1769,11057,15016,1300,1356,1
2017,1,1,29,7,19805,1769,11057,15016,1300,1356,0
2017,1,1,30,1,19805,1769,11057,15016,1300,1356,0
2017,1,1,31,2,19805,1769,11057,15016,1300,1356,0
2017,1,1,9,1,19805,1769,13495,11057,920,1213,0
2017,1,1,10,2,19805,1769,13495,11057,920,1213,0
2017,1,1,11,3,19805,1769,13495,11057,920,1213,0
2017,1,1,12,4,19805,1769,13495,11057,920,1213,0
2017,1,1,13,5,19805,1769,13495,11057,920,1213,0
2017,1,1,16,1,19805,1769,13495,11057,920,1213,1
2017,1,1,17,2,19805,1769,13495,11057,920,1213,0
2017,1,1,18,3,19805,1769,13495,11057,920,1213,0
2017,1,1,19,4,19805,1769,13495,11057,920,1213,0
2017,1,1,20,5,19805,1769,13495,11057,920,1213,0
2017,1,1,23,1,19805,1769,13495,11057,920,1213,0
2017,1,1,24,2,19805,1769,13495,11057,920,1213,0
2017,1,1,25,3,19805,1769,13495,11057,920,1213,1
2017,1,1,26,4,19805,1769,13495,11057,920,1213,0
2017,1,1,27,5,19805,1769,13495,11057,920,1213,0
2017,1,1,30,1,19805,1769,13495,11057,920,1213,0
2017,1,1,31,2,19805,1769,13495,11057,920,1213,0
2017,1,1,1,7,19805,1769,15304,13303,730,833,0
2017,1,1,2,1,19805,1769,15304,13303,730,833,0
2017,1,1,3,2,19805,1769,15304,13303,730,833,0
2017,1,1,4,3,19805,1769,15304,13303,730,833,0
2017,1,1,5,4,19805,1769,15304,13303,730,833,0
2017,1,1,6,5,19805,1769,15304,13303,730,833,0
2017,1,1,7,6,19805,1769,15304,13303,730,833,1
2017,1,1,8,7,19805,1769,15304,13303,730,833,1
2017,1,1,9,1,19805,1770,10693,11057,600,825,1
2017,1,1,10,2,19805,1770,10693,11057,600,825,0
2017,1,1,11,3,19805,1770,10693,11057,600,825,0
2017,1,1,12,4,19805,1770,10693,11057,600,825,0
2017,1,1,13,5,19805,1770,10693,11057,600,825,0
2017,1,1,14,6,19805,1770,10693,11057,600,825,0
2017,1,1,15,7,19805,1770,10693,11057,600,825,0
2017,1,1,16,1,19805,1770,10693,11057,600,825,0
2017,1,1,17,2,19805,1770,10693,11057,600,825,0
2017,1,1,18,3,19805,1770,10693,11057,600,825,0
2017,1,1,19,4,19805,1770,10693,11057,600,825,0
2017,1,1,20,5,19805,1770,10693,11057,600,825,0
2017,1,1,21,6,19805,1770,10693,11057,600,825,0
2017,1,1,22,7,19805,1770,10693,11057,600,825,0
2017,1,1,23,1,19805,1770,10693,11057,600,825,0
2017,1,1,24,2,19805,1770,10693,11057,600,825,0
2017,1,1,25,3,19805,1770,10693,11057,600,825,0
2017,1,1,26,4,19805,1770,10693,11057,600,825,0
2017,1,1,27,5,19805,1770,10693,11057,600,825,0
2017,1,1,28,6,19805,1770,10693,11057,600,825,0
2017,1,1,29,7,19805,1770,10693,11057,600,825,0
2017,1,1,30,1,19805,1770,10693,11057,600,825,0
2017,1,1,31,2,19805,1770,10693,11057,600,825,0
2017,1,1,2,1,19805,1770,11057,13931,920,1027,0
2017,1,1,3,2,19805,1770,11057,13931,920,1027,0
2017,1,1,4,3,19805,1770,11057,13931,920,1027,0
2017,1,1,5,4,19805,1770,11057,13931,920,1027,0
2017,1,1,6,5,19805,1770,11057,13931,920,1027,0
2017,1,1,9,1,19805,1770,11057,13931,916,1019,1
2017,1,1,10,2,19805,1770,11057,13931,916,1019,1
2017,1,1,11,3,19805,1770,11057,13931,916,1019,0
2017,1,1,12,4,19805,1770,11057,13931,916,1019,0
2017,1,1,13,5,19805,1770,11057,13931,916,1019,0
2017,1,1,15,7,19805,1770,11057,13931,916,1019,0
2017,1,1,16,1,19805,1770,11057,13931,916,1019,0
2017,1,1,17,2,19805,1770,11057,13931,916,1019,0
2017,1,1,18,3,19805,1770,11057,13931,916,1019,0
2017,1,1,19,4,19805,1770,11057,13931,916,1019,0
2017,1,1,20,5,19805,1770,11057,13931,916,1019,1
2017,1,1,22,7,19805,1770,11057,13931,916,1019,0
2017,1,1,23,1,19805,1770,11057,13931,916,1019,1
2017,1,1,24,2,19805,1770,11057,13931,916,1019,0
2017,1,1,25,3,19805,1770,11057,13931,916,1019,0
2017,1,1,26,4,19805,1770,11057,13931,916,1019,0
2017,1,1,27,5,19805,1770,11057,13931,916,1019,0
2017,1,1,29,7,19805,1770,11057,13931,916,1019,0
2017,1,1,30,1,19805,1770,11057,13931,916,1019,0
2017,1,1,31,2,19805,1770,11057,13931,916,1019,0
2017,1,1,2,1,19805,1770,14100,11057,628,815,0
2017,1,1,3,2,19805,1770,14100,11057,628,815,0
2017,1,1,4,3,19805,1770,14100,11057,628,815,0
2017,1,1,5,4,19805,1770,14100,11057,628,815,0
2017,1,1,6,5,19805,1770,14100,11057,628,815,0
2017,1,1,1,7,19805,1770,14100,14027,1015,1312,0
2017,1,1,7,6,19805,1770,14100,14027,1005,1303,0
2017,1,1,8,7,19805,1770,14100,14027,1015,1312,0
2017,1,1,1,7,19805,1770,14122,14100,705,832,0
2017,1,1,8,7,19805,1770,14122,14100,705,832,0
2017,1,1,14,6,19805,1771,10994,11057,745,855,0
2017,1,1,21,6,19805,1771,10994,11057,745,855,0
2017,1,1,28,6,19805,1771,10994,11057,745,855,0
2017,1,1,2,1,19805,1771,14100,14635,1545,1842,0
2017,1,1,3,2,19805,1771,14100,14635,1545,1842,0
2017,1,1,4,3,19805,1771,14100,14635,1545,1842,0
2017,1,1,5,4,19805,1771,14100,14635,1545,1842,0
2017,1,1,6,5,19805,1771,14100,14635,1545,1842,0
2017,1,1,8,7,19805,1771,14107,10721,2255,530,0
2017,1,1,2,1,19805,1771,14635,14100,1930,2202,0
2017,1,1,3,2,19805,1771,14635,14100,1930,2202,0
2017,1,1,4,3,19805,1771,14635,14100,1930,2202,0
2017,1,1,5,4,19805,1771,14635,14100,1930,2202,0
2017,1,1,6,5,19805,1771,14635,14100,1930,2202,0
2017,1,1,7,6,19805,1771,15304,11057,1654,1835,0
2017,1,1,1,7,19805,1772,11057,11298,925,1122,0
2017,1,1,2,1,19805,1772,11057,11298,925,1122,0
2017,1,1,3,2,19805,1772,11057,11298,925,1122,0
2017,1,1,4,3,19805,1772,11057,11298,925,1122,0
2017,1,1,5,4,19805,1772,11057,11298,925,1122,0
2017,1,1,6,5,19805,1772,11057,11298,925,1122,0
2017,1,1,7,6,19805,1772,11057,11298,925,1122,
2017,1,1,8,7,19805,1772,11057,11298,925,1122,0
2017,1,1,9,1,19805,1772,11057,11298,925,1129,1
2017,1,1,10,2,19805,1772,11057,11298,925,1129,0
2017,1,1,11,3,19805,1772,11057,11298,925,1129,0
2017,1,1,12,4,19805,1772,11057,11298,925,1129,1
2017,1,1,13,5,19805,1772,11057,11298,925,1129,0
2017,1,1,14,6,19805,1772,11057,11298,925,1129,0
2017,1,1,15,7,19805,1772,11057,11298,925,1129,1
2017,1,1,16,1,19805,1772,11057,11298,925,1129,0
2017,1,1,17,2,19805,1772,11057,11298,925,1129,0
2017,1,1,18,3,19805,1772,11057,11298,925,1129,0
2017,1,1,19,4,19805,1772,11057,11298,925,1129,0
2017,1,1,20,5,19805,1772,11057,11298,925,1129,0
2017,1,1,21,6,19805,1772,11057,11298,925,1129,0
2017,1,1,22,7,19805,1772,11057,11298,925,1129,0
2017,1,1,23,1,19805,1772,11057,11298,925,1129,0
2017,1,1,24,2,19805,1772,11057,11298,925,1129,0
2017,1,1,25,3,19805,1772,11057,11298,925,1129,0
2017,1,1,26,4,19805,1772,11057,11298,925,1129,0
2017,1,1,27,5,19805,1772,11057,11298,925,1129,0
2017,1,1,28,6,19805,1772,11057,11298,925,1129,0
2017,1,1,29,7,19805,1772,11057,11298,925,1129,0
2017,1,1,30,1,19805,1772,11057,11298,925,1129,0
2017,1,1,31,2,19805,1772,11057,11298,925,1129,0
2017,1,1,2,1,19805,1772,11697,11057,615,813,0
2017,1,1,3,2,19805,1772,11697,11057,615,813,0
2017,1,1,4,3,19805,1772,11697,11057,615,813,0
2017,1,1,5,4,19805,1772,11697,11057,615,813,0
2017,1,1,6,5,19805,1772,11697,11057,615,813,0
2017,1,1,7,6,19805,1772,11697,11057,615,813,
2017,1,1,8,7,19805,1772,11697,11057,615,813,0
2017,1,1,9,1,19805,1772,11697,11057,610,812,0
2017,1,1,10,2,19805,1772,11697,11057,610,812,0
2017,1,1,11,3,19805,1772,11697,11057,610,812,0
2017,1,1,12,4,19805,1772,11697,11057,610,812,0
2017,1,1,13,5,19805,1772,11697,11057,610,812,0
2017,1,1,14,6,19805,1772,11697,11057,610,812,0
2017,1,1,15,7,19805,1772,11697,11057,610,812,0
2017,1,1,16,1,19805,1772,11697,11057,610,812,0
2017,1,1,17,2,19805,1772,11697,11057,610,812,0
2017,1,1,18,3,19805,1772,11697,11057,610,812,0
2017,1,1,19,4,19805,1772,11697,11057,610,812,0
2017,1,1,20,5,19805,1772,11697,11057,610,812,0
2017,1,1,21,6,19805,1772,11697,11057,610,812,0
2017,1,1,22,7,19805,1772,11697,11057,610,812,0
2017,1,1,23,1,19805,1772,11697,11057,610,812,0
2017,1,1,24,2,19805,1772,11697,11057,610,812,0
2017,1,1,25,3,19805,1772,11697,11057,610,812,0
2017,1,1,26,4,19805,1772,11697,11057,610,812,0
2017,1,1,27,5,19805,1772,11697,11057,610,812,0
2017,1,1,28,6,19805,1772,11697,11057,610,812,0
2017,1,1,29,7,19805,1772,11697,11057,610,812,0
2017,1,1,30,1,19805,1772,11697,11057,610,812,0
2017,1,1,31,2,19805,1772,11697,11057,610,812,0
2017,1,1,9,1,19805,1773,10721,14100,1500,1641,0
2017,1,1,10,2,19805,1773,10721,14100,1500,1641,0
2017,1,1,11,3,19805,1773,10721,14100,1500,1641,0
2017,1,1,12,4,19805,1773,10721,14100,1500,1641,0
2017,1,1,13,5,19805,1773,10721,14100,1500,1641,0
2017,1,1,15,7,19805,1773,10721,14100,1500,1641,0
2017,1,1,16,1,19805,1773,10721,14100,1500,1641,0
2017,1,1,17,2,19805,1773,10721,14100,1500,1641,0
2017,1,1,18,3,19805,1773,10721,14100,1500,1641,0
2017,1,1,19,4,19805,1773,10721,14100,1500,1641,0
2017,1,1,20,5,19805,1773,10721,14100,1500,1641,0
2017,1,1,22,7,19805,1773,10721,14100,1500,1641,0
2017,1,1,23,1,19805,1773,10721,14100,1500,1641,1
2017,1,1,24,2,19805,1773,10721,14100,1500,1641,0
2017,1,1,25,3,19805,1773,10721,14100,1500,1641,0
2017,1,1,26,4,19805,1773,10721,14100,1500,1641,0
2017,1,1,27,5,19805,1773,10721,14100,1500,1641,1
2017,1,1,29,7,19805,1773,10721,14100,1500,1641,0
2017,1,1,30,1,19805,1773,10721,14100,1500,1641,0
2017,1,1,31,2,19805,1773,10721,14100,1500,1641,0
2017,1,1,2,1,19805,1773,13204,14100,815,1040,0
2017,1,1,3,2,19805,1773,13204,14100,815,1040,0
2017,1,1,4,3,19805,1773,13204,14100,815,1040,0
2017,1,1,5,4,19805,1773,13204,14100,815,1040,1
2017,1,1,6,5,19805,1773,13204,14100,815,1040,0
2017,1,1,2,1,19805,1773,14100,10721,1215,1327,0
2017,1,1,3,2,19805,1773,14100,10721,1215,1327,0
2017,1,1,4,3,19805,1773,14100,10721,1215,1327,0
2017,1,1,5,4,19805,1773,14100,10721,1215,1327,0
2017,1,1,6,5,19805,1773,14100,10721,1215,1327,0
2017,1,1,15,7,19805,1773,14100,10721,1815,1945,0
2017,1,1,22,7,19805,1773,14100,10721,1815,1945,0
2017,1,1,29,7,19805,1773,14100,10721,1815,1945,0
2017,1,1,1,7,19805,1774,11057,11433,2220,6,0
2017,1,1,2,1,19805,1774,11057,11433,2220,6,0
2017,1,1,3,2,19805,1774,11057,11433,2220,6,0
2017,1,1,4,3,19805,1774,11057,11433,2220,6,0
2017,1,1,5,4,19805,1774,11057,11433,2220,6,1
2017,1,1,6,5,19805,1774,11057,11433,2220,6,0
2017,1,1,9,1,19805,1774,14107,11618,2250,527,0
2017,1,1,11,3,19805,1774,14107,11618,2250,527,0
2017,1,1,12,4,19805,1774,14107,11618,2250,527,0
2017,1,1,13,5,19805,1774,14107,11618,2250,527,0
2017,1,1,14,6,19805,1774,14107,11618,2250,527,0
2017,1,1,15,7,19805,1774,14107,11618,2250,527,0
2017,1,1,16,1,19805,1774,14107,11618,2250,527,0
2017,1,1,18,3,19805,1774,14107,11618,2250,527,0
2017,1,1,19,4,19805,1774,14107,11618,2250,527,0
2017,1,1,20,5,19805,1774,14107,11618,2250,527,1
2017,1,1,21,6,19805,1774,14107,11618,2250,527,0
2017,1,1,22,7,19805,1774,14107,11618,2250,527,1
2017,1,1,23,1,19805,1774,14107,11618,2250,527,0
2017,1,1,25,3,19805,1774,14107,11618,2250,527,0
2017,1,1,26,4,19805,1774,14107,11618,2250,527,0
2017,1,1,27,5,19805,1774,14107,11618,2250,527,0
2017,1,1,28,6,19805,1774,14107,11618,2250,527,0
2017,1,1,29,7,19805,1774,14107,11618,2250,527,0
2017,1,1,30,1,19805,1774,14107,11618,2250,527,0
2017,1,1,2,1,19805,1774,15096,11057,1908,2124,1
2017,1,1,3,2,19805,1774,15096,11057,1908,2124,0
2017,1,1,4,3,19805,1774,15096,11057,1908,2124,0
2017,1,1,5,4,19805,1774,15096,11057,1908,2124,0
2017,1,1,6,5,19805,1774,15096,11057,1908,2124,0
2017,1,1,9,1,19805,1775,10693,11057,1254,1523,0
2017,1,1,16,1,19805,1775,10693,11057,1254,1523,0
2017,1,1,23,1,19805,1775,10693,11057,1254,1523,0
2017,1,1,30,1,19805,1775,10693,11057,1254,1523,0
2017,1,1,1,7,19805,1775,11057,11298,1615,1815,0
2017,1,1,2,1,19805,1775,11057,11298,1615,1815,0
2017,1,1,3,2,19805,1775,11057,11298,1615,1815,1
2017,1,1,4,3,19805,1775,11057,11298,1615,1815,0
2017,1,1,5,4,19805,1775,11057,11298,1615,1815,0
2017,1,1,6,5,19805,1775,11057,11298,1615,1815,1
2017,1,1,7,6,19805,1775,11057,11298,1615,1815,1
2017,1,1,8,7,19805,1775,11057,11298,1615,1815,1
2017,1,1,9,1,19805,1775,11057,11298,1630,1834,0
2017,1,1,10,2,19805,1775,11057,11298,1630,1834,0
2017,1,1,11,3,19805,1775,11057,11298,1630,1834,0
2017,1,1,12,4,19805,1775,11057,11298,1630,1834,0
2017,1,1,13,5,19805,1775,11057,11298,1630,1834,0
2017,1,1,14,6,19805,1775,11057,11298,1630,1834,0
2017,1,1,15,7,19805,1775,11057,11298,1630,1834,0
2017,1,1,16,1,19805,1775,11057,11298,1630,1834,0
2017,1,1,17,2,19805,1775,11057,11298,1630,1834,0
2017,1,1,18,3,19805,1775,11057,11298,1630,1834,0
2017,1,1,19,4,19805,1775,11057,11298,1630,1834,0
2017,1,1,20,5,19805,1775,11057,11298,1630,1834,1
2017,1,1,21,6,19805,1775,11057,11298,1630,1834,0
2017,1,1,22,7,19805,1775,11057,11298,1630,1834,0
2017,1,1,23,1,19805,1775,11057,11298,1630,1834,0
2017,1,1,24,2,19805,1775,11057,11298,1630,1834,0
2017,1,1,25,3,19805,1775,11057,11298,1630,1834,0
2017,1,1,26,4,19805,1775,11057,11298,1630,1834,0
2017,1,1,27,5,19805,1775,11057,11298,1630,1834,0
2017,1,1,28,6,19805,1775,11057,11298,1630,1834,0
2017,1,1,29,7,19805,1775,11057,11298,1630,1834,0
2017,1,1,30,1,19805,1775,11057,11298,1630,1834,0
2017,1,1,31,2,19805,1775,11057,11298,1630,1834,0
2017,1,1,1,7,19805,1775,11697,11057,1305,1504,0
2017,1,1,2,1,19805,1775,11697,11057,1305,1504,0
2017,1,1,3,2,19805,1775,11697,11057,1305,1504,1
2017,1,1,4,3,19805,1775,11697,11057,1305,1504,0
2017,1,1,5,4,19805,1775,11697,11057,1305,1504,0
2017,1,1,6,5,19805,1775,11697,11057,1305,1504,1
2017,1,1,8,7,19805,1775,11697,11057,1305,1504,0
2017,1,1,1,7,19805,1776,11278,13303,1732,2034,0
2017,1,1,2,1,19805,1776,11278,13303,1732,2034,0
2017,1,1,3,2,19805,1776,11278,13303,1732,2034,0
2017,1,1,4,3,19805,1776,11278,13303,1732,2034,0
2017,1,1,5,4,19805,1776,11278,13303,1732,2034,0
2017,1,1,6,5,19805,1776,11278,13303,1732,2034,0
2017,1,1,7,6,19805,1776,11278,13303,1732,2034,1
2017,1,1,8,7,19805,1776,11278,13303,1732,2034,0
2017,1,1,9,1,19805,1776,11298,11292,910,1018,1
2017,1,1,10,2,19805,1776,11298,11292,910,1018,0
2017,1,1,11,3,19805,1776,11298,11292,910,1018,0
2017,1,1,12,4,19805,1776,11298,11292,910,1018,0
2017,1,1,13,5,19805,1776,11298,11292,910,1018,0
2017,1,1,14,6,19805,1776,11298,11292,910,1018,0
2017,1,1,15,7,19805,1776,11298,11292,910,1018,1
2017,1,1,16,1,19805,1776,11298,11292,910,1018,1
2017,1,1,17,2,19805,1776,11298,11292,910,1018,0
2017,1,1,18,3,19805,1776,11298,11292,910,1018,0
2017,1,1,19,4,19805,1776,11298,11292,910,1018,0
2017,1,1,20,5,19805,1776,11298,11292,910,1018,0
2017,1,1,21,6,19805,1776,11298,11292,910,1018,0
2017,1,1,22,7,19805,1776,11298,11292,910,1018,0
2017,1,1,23,1,19805,1776,11298,11292,910,1018,0
2017,1,1,24,2,19805,1776,11298,11292,910,1018,0
2017,1,1,25,3,19805,1776,11298,11292,910,1018,0
2017,1,1,26,4,19805,1776,11298,11292,910,1018,0
2017,1,1,27,5,19805,1776,11298,11292,910,1018,0
2017,1,1,28,6,19805,1776,11298,11292,910,1018,0
2017,1,1,29,7,19805,1776,11298,11292,910,1018,0
2017,1,1,30,1,19805,1776,11298,11292,910,1018,0
2017,1,1,31,2,19805,1776,11298,11292,910,1018,0
2017,1,1,1,7,19805,1776,13303,11278,1410,1642,1
2017,1,1,2,1,19805,1776,13303,11278,1410,1642,1
2017,1,1,3,2,19805,1776,13303,11278,1410,1642,0
2017,1,1,4,3,19805,1776,13303,11278,1410,1642,0
2017,1,1,5,4,19805,1776,13303,11278,1410,1642,0
2017,1,1,6,5,19805,1776,13303,11278,1410,1642,0
2017,1,1,7,6,19805,1776,13303,11278,1410,1642,1
2017,1,1,8,7,19805,1776,13303,11278,1410,1642,
2017,1,1,9,1,19805,1776,14100,11298,515,807,1
2017,1,1,10,2,19805,1776,14100,11298,515,807,0
2017,1,1,11,3,19805,1776,14100,11298,515,807,0
2017,1,1,12,4,19805,1776,14100,11298,515,807,0
2017,1,1,13,5,19805,1776,14100,11298,515,807,0
2017,1,1,14,6,19805,1776,14100,11298,515,807,0
2017,1,1,15,7,19805,1776,14100,11298,515,807,0
2017,1,1,16,1,19805,1776,14100,11298,515,807,0
2017,1,1,17,2,19805,1776,14100,11298,515,807,0
2017,1,1,18,3,19805,1776,14100,11298,515,807,0
2017,1,1,19,4,19805,1776,14100,11298,515,807,0
2017,1,1,20,5,19805,1776,14100,11298,515,807,0
2017,1,1,21,6,19805,1776,14100,11298,515,807,0
2017,1,1,22,7,19805,1776,14100,11298,515,807,0
2017,1,1,23,1,19805,1776,14100,11298,515,807,0
2017,1,1,24,2,19805,1776,14100,11298,515,807,0
2017,1,1,25,3,19805,1776,14100,11298,515,807,0
2017,1,1,26,4,19805,1776,14100,11298,515,807,0
2017,1,1,27,5,19805,1776,14100,11298,515,807,0
2017,1,1,28,6,19805,1776,14100,11298,515,807,0
2017,1,1,29,7,19805,1776,14100,11298,515,807,0
2017,1,1,30,1,19805,1776,14100,11298,515,807,0
2017,1,1,31,2,19805,1776,14100,11298,515,807,0
2017,1,1,14,6,19805,1777,14100,14107,840,1216,0
2017,1,1,21,6,19805,1777,14100,14107,840,1216,0
2017,1,1,28,6,19805,1777,14100,14107,840,1216,0
2017,1,1,9,1,19805,1777,14831,14107,957,1245,0
2017,1,1,11,3,19805,1777,14831,14107,957,1245,0
2017,1,1,12,4,19805,1777,14831,14107,957,1245,0
2017,1,1,13,5,19805,1777,14831,14107,957,1245,0
2017,1,1,15,7,19805,1777,14831,14107,957,1245,0
2017,1,1,16,1,19805,1777,14831,14107,957,1245,0
2017,1,1,18,3,19805,1777,14831,14107,957,1245,0
2017,1,1,19,4,19805,1777,14831,14107,957,1245,0
2017,1,1,20,5,19805,1777,14831,14107,957,1245,1
2017,1,1,22,7,19805,1777,14831,14107,957,1245,0
2017,1,1,23,1,19805,1777,14831,14107,957,1245,0
2017,1,1,25,3,19805,1777,14831,14107,957,1245,0
2017,1,1,26,4,19805,1777,14831,14107,957,1245,0
2017,1,1,27,5,19805,1777,14831,14107,957,1245,0
2017,1,1,29,7,19805,1777,14831,14107,957,1245,0
2017,1,1,30,1,19805,1777,14831,14107,957,1245,0
2017,1,1,14,6,19805,1778,12266,14107,800,1008,0
2017,1,1,21,6,19805,1778,12266,14107,800,1008,0
2017,1,1,28,6,19805,1778,12266,14107,800,1008,0
2017,1,1,2,1,19805,1778,14107,11433,50,629,1
2017,1,1,3,2,19805,1778,14107,11433,50,629,0
2017,1,1,4,3,19805,1778,14107,11433,50,629,0
2017,1,1,10,2,19805,1778,14107,11618,1320,1958,0
2017,1,1,17,2,19805,1778,14107,11618,1320,1958,0
2017,1,1,24,2,19805,1778,14107,11618,1320,1958,1
2017,1,1,31,2,19805,1778,14107,11618,1320,1958,1
2017,1,1,2,1,19805,1780,11057,11042,945,1126,0
2017,1,1,3,2,19805,1780,11057,11042,945,1126,0
2017,1,1,4,3,19805,1780,11057,11042,945,1126,0
2017,1,1,5,4,19805,1780,11057,11042,945,1126,0
2017,1,1,6,5,19805,1780,11057,11042,945,1126,0
2017,1,1,8,7,19805,1780,11057,11042,945,1126,
2017,1,1,9,1,19805,1780,11057,11042,945,1129,0
2017,1,1,10,2,19805,1780,11057,11042,945,1129,
2017,1,1,11,3,19805,1780,11057,11042,945,1129,0
2017,1,1,12,4,19805,1780,11057,11042,945,1129,0
2017,1,1,13,5,19805,1780,11057,11042,945,1129,0
2017,1,1,15,7,19805,1780,11057,11042,945,1129,0
2017,1,1,16,1,19805,1780,11057,11042,945,1129,0
2017,1,1,17,2,19805,1780,11057,11042,945,1129,0
2017,1,1,18,3,19805,1780,11057,11042,945,1129,0
2017,1,1,19,4,19805,1780,11057,11042,945,1129,0
2017,1,1,20,5,19805,1780,11057,11042,945,1129,1
2017,1,1,22,7,19805,1780,11057,11042,945,1129,0
2017,1,1,23,1,19805,1780,11057,11042,945,1129,0
